,0
202,-118.87548688438298
203,-195.08174767917131
204,7.641024546295839
205,-96.67256373851711
206,-68.27593836300761
207,-116.85974560851695
208,-234.59883653211818
209,-101.57279497269533
210,-53.549948853957865
211,-108.16971791289836
212,-359.06900057300254
213,-129.67311955166417
214,-586.8496749230233
215,-372.3015029427315
216,-105.6389468291582
217,-131.72895229718065
218,-112.25743624853546
219,-125.53135168949665
220,-93.75233423087512
221,-157.51170991310164
222,-120.80406512787054
223,-90.15018558543613
224,-225.1371021637011
225,-109.53914917055374
226,-93.3830886674616
227,-264.0936420019132
228,-113.4883309293124
229,-225.9357745775298
230,-119.29869268076375
231,-101.50089466652548
232,-102.30966380148874
233,-91.72670982008438
234,-418.32644323394766
235,-95.5920353103243
236,-129.90373876871382
237,-231.0419325588767
238,-81.88191821961084
239,-210.10193928516105
240,-112.62007028522737
241,-267.3181973362995
242,-64.25764720197978
243,-215.90336989668543
244,-104.5740533832488
245,-101.97564771669921
246,-123.33831052395914
247,-117.34150227872075
248,-177.52854027138318
249,-136.0279630107696
250,-60.85678237592378
251,-187.54038321628678
252,-81.90501707607136
253,-138.2135143075754
254,-195.0692902647249
255,-10.245734550487171
256,-67.11186641120608
257,-120.52142369173897
258,-99.86280853778358
259,-172.99863431182013
260,-368.9823284447134
261,-0.8429338449877548
262,-147.30125844766198
263,-169.457616960773
264,-130.7926578081979
265,-124.04938502628076
266,-101.12895229573009
267,-29.876690385710347
268,-60.656490618041886
269,-95.01237233140137
270,20.325873578790365
271,-89.728549988531
272,-285.4077116161502
273,-256.48470473553834
274,-85.65621498049849
275,-101.54835032569162
276,-88.37539676062599
277,-78.98839975733941
278,-67.32557329641737
279,-216.37690885205362
280,-52.396133118712896
281,-104.0201681405296
282,-70.92497802915058
283,-224.02821406471048
284,-87.60101413217085
285,-84.7940181136363
286,-141.95849561130368
287,-135.18277221688686
288,-131.47498881934993
289,-121.4941043915623
290,-176.0075401626562
291,-153.66727372661674
292,-90.52778276377319
293,-266.9250023627699
294,-320.7308516815797
295,-77.52161909838105
296,-103.35298375994795
297,-51.39842613817156
298,-309.6727853020224
299,-290.52223926815634
300,-153.07362671493402
301,-324.2220902955665
302,-168.92583308695913
303,-267.1389275150398
304,-56.380082745078525
305,-37.22657407884855
306,-155.0424687137357
307,-135.68051162434267
308,-101.14686821295078
309,-147.62075698610238
310,-86.20720841948224
311,-128.5099240006732
312,-163.75128905840702
313,-60.22195989234565
314,-46.86932384255473
315,-405.54873179386766
316,-120.05091176827405
317,-118.5919022258606
318,-107.37602892259538
319,-292.7757620218401
320,-232.81730755097982
321,-58.09306240060218
322,-91.8601621507562
323,-109.0025292937396
324,-7.5295152493776385
325,-134.75255400924877
326,-93.08843856260859
327,-140.74776905640863
328,-89.26428514643715
329,-131.18878759874778
330,-76.61486996887707
331,-113.26822195342844
332,-146.21348705162853
333,-125.5680280559781
334,-92.63131142170808
335,-125.36955807727131
336,-76.06769421756881
337,-108.477606263021
338,-128.88167825485928
339,-119.3913422811319
340,-94.32282676387032
341,-134.44510977314496
342,-150.6242923113673
343,-96.06998012916048
344,-96.03713302239532
345,-163.02288007672598
346,-105.53826604982702
347,-105.9733316665318
348,-91.76597131205294
349,-181.2969234471917
350,-216.33372016568632
351,-93.9126250758633
352,-84.6040562709688
353,-209.01634178835542
354,-102.48597287326078
355,-142.67395654120946
356,-154.46097612927002
357,-106.89670787172993
358,-221.7899344476448
359,-80.47381173183982
360,-114.54762206274434
361,-82.82976689928006
362,-117.69080280755554
363,-81.98737791100409
364,-107.76767239879639
365,-154.98091534109633
366,-122.52397539028084
367,-125.73200773146506
368,-103.53236769918378
369,-259.7883216281894
370,-144.61173405690465
371,-70.82510390160455
372,-103.40376703436198
373,-52.74731353074249
374,-97.28945224032041
375,-233.49702170093406
376,-466.1915649409363
377,-97.74445727738909
378,-101.04115817094197
379,-69.7545154691089
380,-178.2927081779983
381,-87.92657678810511
382,-132.49039919030753
383,-83.86415047370014
384,-144.86368524842396
385,-276.2537010273129
386,-143.13663654618773
387,-112.5483364547125
388,-136.74734413930088
389,-184.60162185104622
390,-71.11099682215054
391,-258.31447512400746
392,-123.92532077913872
393,-92.5850312339211
394,-101.31105162580405
395,-102.51504913979076
396,-61.36211586670155
397,-111.66749422338253
398,-344.2684194022762
399,-94.4424027163427
400,-270.4683977805538
401,-124.68107431606123
402,-35.06872375284064
403,-114.33600746560612
404,-124.31833525604867
405,-88.98818699400479
406,-122.2674504209337
407,-180.18514099763496
408,-170.1892965110054
409,-235.15926645626155
410,-121.42501350620914
411,-175.50072853381266
412,-103.61077229370171
413,-194.1996410985305
414,-117.46122526112609
415,-110.02975809329199
416,-119.54516708110488
417,-155.1546775868266
418,-436.1232638555705
419,-110.73594519876578
420,-79.92088395113527
421,-91.52288273286048
422,-257.0643954650757
423,-119.89326127876339
424,-118.82193942959964
425,-261.6892355951715
426,-357.58975959952954
427,-104.28919957306789
428,-136.2112465081402
429,-113.45171979463143
430,-87.21097908640611
431,-203.76658960379478
432,-75.47015118401048
433,-60.382833529281974
434,-245.24636613494792
435,-234.06074836262337
436,-118.48984723088918
437,-86.30625662261758
438,-189.9644879501031
439,-148.08992274600286
440,-154.73405580388976
441,-122.09310738811644
442,-268.41481723002244
443,-57.624678017968925
444,-137.14375312533613
445,-86.57915995160593
446,-116.7161950405853
447,-95.8102077706023
448,-240.97629135411546
449,-476.9941964427277
450,-97.57423728314137
451,-101.9314432202087
452,-216.40865491040606
453,-108.5024988975172
454,-134.54898955408868
455,-50.630032499391284
456,-117.43562403767115
457,-333.6258681823391
458,-64.96095409138047
459,-179.9064275534154
460,-139.33704999130018
461,-131.99789111032783
462,-210.6076823705576
463,-137.28998916093212
464,-248.8942021382866
465,-168.77821387452624
466,-134.16352859821728
467,-27.506439002990973
468,-169.6312169560221
469,-112.78522352084794
470,6.090870065541537
471,-141.66686657998713
472,-267.9034438668597
473,-290.2069182465873
474,-140.66460222801726
475,-220.25212853623773
476,-58.52589382714389
477,-74.21538706601011
478,-27.17227257963299
479,-172.83704229963382
480,-99.32883342721684
481,-115.4808283338716
482,-241.48050941232142
483,-147.9544889439351
484,-98.06730483687517
485,-97.31118842221369
486,-122.28473190891857
487,-91.82562950263514
488,-81.5914367250966
489,-69.57659548159242
490,-126.42425984687789
491,-174.13099874822663
492,-92.85376416393142
493,-81.06555604526676
494,-119.96795648016614
495,-62.31379226230603
496,-56.210579680924006
497,-114.33419375577829
498,-36.38880179272117
499,-87.88708126027262
500,-181.92155272004436
501,-163.51182080592713
502,-116.21158622953274
503,-304.74483298305415
504,-312.56014451121564
505,-123.1941132178372
506,-67.75638617151547
507,-137.34113513354336
508,-106.10131867003858
509,-104.33432591597108
510,-133.9721649891826
511,-108.93737826053874
512,-284.7891262358392
513,-71.1482490689125
514,-92.88583706082389
515,-210.87984289778956
516,-91.38371650684202
517,-139.24788579390193
518,-85.41578440433352
519,-214.24767103043888
520,-111.3388642421531
521,-145.6152649517553
522,-95.96529733865036
523,-80.11418222239973
524,-110.18973895128394
525,-251.47619487273516
526,-149.00752801204828
527,-135.4271938509786
528,-91.11088553799229
529,-99.7738370387309
530,-207.17598006224506
531,-135.986962542529
532,-296.41189079505625
533,-84.26440937873423
534,-94.86274694246325
535,-76.91463912687861
536,-308.4297279387504
537,-115.40746392500911
538,-58.675224915306
539,-91.06282899031746
540,-125.60734585181783
541,-137.4632594847968
542,-143.73249725905015
543,-67.0458506009566
544,-99.94013933467166
545,-150.33405566810234
546,-386.954047073603
547,-67.77387556570048
548,-116.03650858162544
549,-303.1887476539746
550,-194.77689908649583
551,-117.33057657900385
552,-75.04503519808205
553,-72.16136303956338
554,-290.7451549338915
555,-199.66870407874455
556,-97.2613895469666
557,-66.63638010540345
558,-49.50050546806415
559,-260.7057870820389
560,-201.05418824889875
561,-130.6224263508551
562,-91.7254910701923
563,-124.22814264808821
564,-101.35751822023698
565,-115.38694387719067
566,-109.5527539447425
567,-116.47901662992635
568,-87.94537342825276
569,-111.00178574583397
570,-111.77119961444455
571,-78.67484862956243
572,-164.30073919970133
573,-170.6349329110912
574,-107.31293775938192
575,-80.58976380149153
576,-83.71838576758026
577,-112.04955215357822
578,-127.96336574766806
579,-201.33133816688326
580,-86.74272776209148
581,-89.14624740890284
582,-401.73550073332177
583,-103.46715830688755
584,-234.98739451574744
585,-111.72412069957682
586,-326.5261680911475
587,-102.96467808197231
588,-438.7510509886454
589,-106.5223668234804
590,-81.63275779710929
591,-83.92385536700749
592,-66.09364109891975
593,-127.44717823009717
594,-151.96763406408937
595,-135.77702349971884
596,-96.99986523659037
597,-138.1979435440025
598,-124.55245339867963
599,-392.3002846146154
600,-130.7340146987886
601,7.265603755095654
602,-177.09177154434974
603,25.11407340451406
604,-74.25098542885365
605,-107.79009201292097
606,-328.9150588473817
607,-170.52415586914327
608,-119.37973880507919
609,-132.3704387973398
610,-2819.4796882876403
611,-170.31303386157418
612,-182.07719530426812
613,-96.58678830457191
614,-87.46533561936687
615,-25.84461399421923
616,-73.80693684856067
617,-120.58646193601807
618,-193.41833710950465
619,-106.72073121699458
620,-46.373739095000474
621,-143.71065897484883
622,-134.3304053256858
623,-57.80933810951582
624,-100.20457422129903
625,-55.292477106963325
626,-69.04805680557836
627,-58.47058499485549
628,-110.94593426768472
629,-70.67021692524622
630,-118.7312041911524
631,-98.05891983539944
632,-278.07157289762176
633,-112.99393761290878
634,-111.82739481833757
635,-194.45875282979608
636,-63.33317209861407
637,-80.42986194208024
638,-91.02793636265771
639,-100.07274082313275
640,-113.58067917792827
641,-101.38393649169387
642,-59.147167426391015
643,-109.89791587951063
644,-245.78932876773573
645,-174.90283463530017
646,-142.35564168866
647,-87.9411953928681
648,-71.90404081745157
649,-120.48505467113011
650,-58.378276641431185
651,-102.17669269658167
652,-71.47465451065146
653,-112.04112685165916
654,-93.70930903515892
655,-70.70946232817826
656,-101.86882851338409
657,-100.48039698640156
658,-39.46494189142506
659,-85.55086393996373
660,-96.83590964782616
661,-86.99434510426525
662,-119.8097714198667
663,-245.97862034662396
664,-58.995225049043434
665,-74.88519508757702
666,-53.43632663953041
667,-68.89585119572449
668,-99.28992627768679
669,-43.69491047100138
670,-20.875694791561017
671,-121.53373792346345
672,-151.38799416418044
673,-29.37906637265681
674,-60.745212623208815
675,-127.16605311775781
676,-167.88267583185518
677,-72.03447285982703
678,-115.4529322979219
679,-141.48069681567299
680,-60.93401121707688
681,-112.02193632439499
682,-76.58471758408982
683,-25.72864399775922
684,-74.69210097323753
685,-77.56073233309442
686,-56.66977099233032
687,-63.96410064530875
688,-88.04855444879611
689,-106.3831211931852
690,-83.24988194267387
691,-138.19653902086634
692,-21.505599493153895
693,-160.36769947057832
694,-310.9473729893523
695,-77.69305193964705
696,-140.3094482700627
697,-67.91538927150829
698,-349.7330009025093
699,-120.23100429156132
700,-242.43552960725629
701,-77.87924810638303
702,-93.67658190090343
703,-103.14552981501589
704,-63.90689657289955
705,-85.73995293164258
706,-107.91019068821194
707,-87.71475455567169
708,-163.66557207537167
709,-85.7255651957237
710,-32.21941215978967
711,-23.566117945834748
712,-211.759712986999
713,-104.17778938217859
714,-105.00812693711347
715,-206.084047445514
716,-89.27867052909073
717,-135.40723843040377
718,-170.33854023151997
719,-102.73181050759484
720,-70.8971550465291
721,-82.45188805044165
722,-99.60965229191368
723,-89.09221349330001
724,-66.03928885531428
725,-122.02027637304832
726,-86.93291816757993
727,-102.27144357070709
728,-166.3707181673036
729,-119.67197741154592
730,-144.94208654911745
731,-52.37962185187329
732,-133.28887638260116
733,-206.85445812943652
734,-51.81249294096314
735,-73.34102460823658
736,-102.40046532254081
737,-113.56737827086985
738,-89.45665138113915
739,-144.38763299070237
740,-67.0609452511203
741,-104.2674054314815
742,-93.82850992570074
743,-95.94428869908315
744,-125.96724074888476
745,-75.25004896851729
746,-86.47758063481226
747,-117.51025562924929
748,-100.06052478590502
749,-56.690946383497675
750,-85.46121441263301
751,-100.75440414146047
752,-96.55576457549034
753,-177.74172750895545
754,-55.92283600247559
755,-62.00853279436936
756,-73.88647388377241
757,-106.39330776667981
758,-83.25056528165088
759,-109.8231171867293
760,-109.82780142649034
761,-197.72908728652527
762,-73.1246576395737
763,-140.1461263877939
764,-14.806101824884664
765,-109.88932416133179
766,-97.14951661837007
767,-100.42881271426681
768,-70.19039244683313
769,-68.51746747839046
770,-122.34532710637122
771,-43.66785691608405
772,-189.60485243815464
773,-83.46638637509346
774,-80.8576349314533
775,-105.23294779049543
776,-55.32664701378846
777,-80.31204459803565
778,-72.47418638050053
779,-108.6722830031035
780,-110.57665049863998
781,-81.64698710801471
782,-136.02954412169203
783,-51.66012636299084
784,-44.39629330004055
785,-69.16254984580058
786,-115.02226069646116
787,-136.93402097049812
788,-81.48586897780484
789,-89.48367158279683
790,-112.42060867812197
791,-142.35158390186712
792,-101.44251833129103
793,-123.06949185129548
794,-147.0409095184781
795,-121.47874776096936
796,-54.737899210006006
797,-106.62945754485122
798,-129.64964131522012
799,-71.80605915285645
800,-170.40862227532438
801,-116.3097442227526
802,-95.12403864673291
803,-81.85887768366756
804,-196.93697942483413
805,-81.87607813929817
806,-102.53755694203544
807,-144.91000426973415
808,-110.99492611247673
809,-90.73011756682436
810,-97.8407580978373
811,-66.77238083493529
812,-51.303940958540935
813,-47.78802964305389
814,-46.7410430742597
815,-47.66046890044056
816,-87.78726530505656
817,-163.4433641477368
818,-104.0340503348285
819,-119.1612009850336
820,-116.63775383732195
821,-216.9554862596401
822,-80.53232501126836
823,-89.88496068976798
824,-81.51145817259116
825,-107.89030720926671
826,-71.18761430937604
827,-103.78522990971082
828,-92.71249105693065
829,-46.73132394811486
830,-63.25144249377996
831,-89.78098426181464
832,-46.97335042975438
833,-81.23180984081571
834,-60.689461504219956
835,-195.25651072097781
836,-100.72398691440034
837,-288.9699594148798
838,-61.26757304448237
839,-69.5974027391456
840,-56.37037536759719
841,-109.80428364039268
842,-78.62622804209592
843,-109.12828573177114
844,-123.53544957949094
845,-72.48544102344007
846,-52.33741510736785
847,-108.67181616989109
848,2.60380413457969
849,-98.60897998560075
850,-105.97309022375465
851,-106.78824982777849
852,-75.93236373068314
853,-50.01535581950267
854,-60.53705387110478
855,-59.84572351729036
856,-124.12242843525559
857,-115.53630028598842
858,-106.92876234609295
859,7.521928343076709
860,-100.20267546068004
861,-122.96111877791805
862,-56.77550232314108
863,-96.59535773634273
864,-131.1631627038835
865,-222.29216361670137
866,-78.01336495898201
867,-117.80092220887218
868,-315.92708623991575
869,-99.54186731629817
870,-262.4707645663617
871,-89.97367313501485
872,-79.41889396998522
873,-55.9679462734794
874,-83.49047368633668
875,-79.54786447881843
876,-97.07002964642192
877,-169.8213415162009
878,-102.1561709001579
879,-82.1345744639234
880,-56.07889437254758
881,-75.16583937956128
882,-93.225779430878
883,-61.03799871434988
884,-90.1580461312711
885,-76.45609099629544
886,-178.01156647052417
887,-79.89210254241824
888,-98.71915965334702
889,-60.469235710900335
890,-91.45671524914016
891,-77.75909735963764
892,-104.56139007665122
893,-248.3961424893627
894,-58.069090134001854
895,-205.19401968870523
896,-37.45923089443187
897,-107.20619157136392
898,-95.21218591203197
899,-66.5762666430519
900,-131.43316776657053
901,-94.32677840334199
902,-29.734341140911937
903,-60.00172029694687
904,-141.1602146747529
905,-83.61316509037843
906,-80.44060099135571
907,-86.471394561352
908,-75.12707413397861
909,-56.00505422421291
910,-93.92431068446305
911,-91.52247010248831
912,-33.055828361107814
913,-194.80213736474263
914,-63.57062777594743
915,-77.87498751727064
916,-162.16512701246057
917,-86.71769416313262
918,-71.75657693768125
919,-176.51695954730135
920,-71.14429935097446
921,-63.51405078227771
922,-49.024216136774214
923,-204.338168815618
924,-124.10862624877281
925,27.881566203459542
926,-99.87089007297116
927,-69.84372957413245
928,-100.2859422990131
929,-69.97003848969868
930,-23.33269629560597
931,-79.10756774834601
932,-149.35161737528585
933,-88.28460670151814
934,-101.54872708078909
935,-69.78773293842642
936,-125.43052582890238
937,-102.88828537437347
938,-30.058517612204454
939,-73.31741046991928
940,-99.94966987439919
941,-127.30199186849948
942,-96.46052944588591
943,-57.25375738190977
944,-64.36477835563417
945,-86.38826451664997
946,-70.76749367758877
947,-67.28271676070472
948,-97.6962089910366
949,-254.46929725062307
950,-29.024119196171355
951,-86.54308768944797
952,-108.17246314448255
953,-88.24907806548967
954,-75.50610109191948
955,-144.51314751497347
956,-44.08342561628463
957,-75.51601752406287
958,-42.04470135677016
959,-158.69922785823337
960,-89.56018995889534
961,-71.0888737212379
962,-58.89523965148257
963,-173.59100436020384
964,-65.9045590955111
965,-101.92724783198047
966,-76.97390346373527
967,-52.5722942880888
968,-96.69606502206203
969,-122.70679414230935
970,-114.24957582092837
971,-82.38574955332744
972,-43.41327062950613
973,-90.08551670259853
974,-32.622546537892234
975,-75.92748544762046
976,-104.06484942360328
977,-83.42519065874511
978,-98.12529759174582
979,-144.2092734959975
980,-134.0668905120638
981,-124.26599608055464
982,-127.11436043410212
983,-84.62565185780753
984,-197.0744357386581
985,-53.533847417205756
986,-58.96822736104993
987,-127.7304763334341
988,-19.6197531047022
989,-120.18757338872079
990,-133.8506419886906
991,-58.06184665508583
992,-82.81745192865642
993,-173.97823548077838
994,-150.4019520289902
995,-79.36058175561085
996,-291.3562882825595
997,-87.86447815388526
998,-121.81641246865529
999,-44.82776991009074
1000,-106.54920956969396
1001,-102.81857313424476
1002,-40.66669610697198
1003,-153.01439572656682
1004,-86.68831268305016
1005,-71.43856314887032
1006,-160.86950471780904
1007,-37.5169634435663
1008,-62.07913006959835
1009,-88.459934887262
1010,-117.32619700933124
1011,-125.1946266227818
1012,-39.45943862654829
1013,-73.99217386081146
1014,-107.34477844673897
1015,-242.25425696591176
1016,-68.33250554186844
1017,-195.77826232334365
1018,-0.21878508915405348
1019,-124.73013180166559
1020,-64.8185764519466
1021,-26.585723439678773
1022,-246.80793708283045
1023,-98.60402251188398
1024,-80.85414122936928
1025,-101.65386264877827
1026,-92.24740583578784
1027,-76.01573094959677
1028,-80.95593393659043
1029,-100.78323540607127
1030,-94.82316453912341
1031,-103.24568954121743
1032,-62.53131582272295
1033,-141.04682685062528
1034,-98.05725052080813
1035,-68.75346440037649
1036,-97.98155569013768
1037,-12.78362858121605
1038,-84.03439766796804
1039,-215.68789576333478
1040,-28.769424659296178
1041,-94.23630695192055
1042,-135.36543227804208
1043,-169.8361514957987
1044,-104.15906501423281
1045,-63.61122448621842
1046,-80.01042905577992
1047,-79.18461405516861
1048,-82.65934646217103
1049,-98.24482732254341
1050,-111.78748777812388
1051,-19.6553760472504
1052,-160.86733998318323
1053,-155.40610386693817
1054,-134.03918227954944
1055,-110.44799172103396
1056,-83.15299987682786
1057,-296.5907744647344
1058,-41.13822750161721
1059,-45.06000000993369
1060,-140.86947285370394
1061,-43.74329971233945
1062,-77.47807394256002
1063,-54.77566711653495
1064,-92.11917767579507
1065,-185.31728600370633
1066,-133.6975312595199
1067,-98.35539764932328
1068,-35.98941845835736
1069,-58.2350410063472
1070,-82.85941267153292
1071,-77.43310027986122
1072,-74.79900252782906
1073,-134.75507156592641
1074,-71.95549534637834
1075,-97.42777842037265
1076,-137.1602917735433
1077,-49.925396636482375
1078,-99.16737831993746
1079,-114.01359467791167
1080,-102.99635661790406
1081,-121.28607305862475
1082,-90.97385607083694
1083,-86.25275992396897
1084,-111.6760099848855
1085,-83.37088466170482
1086,-99.37449914798924
1087,-63.835214662762475
1088,-58.89155569061537
1089,-61.82282682676592
1090,-105.62488105959277
1091,-66.73733325575051
1092,-112.57455114312394
1093,-83.97953276972115
1094,-67.02077022440032
1095,-59.8718279496247
1096,-92.50234805998926
1097,-54.606908752554055
1098,-77.55880692948078
1099,-37.143311669840216
1100,-45.41398454362051
1101,-51.99768604804291
1102,-113.27431811493665
1103,-80.4524346177099
1104,-281.5860630462631
1105,-80.45144268391019
1106,-79.58749919876098
1107,-44.601142245856416
1108,-108.14089953856113
1109,-76.43849459983207
1110,-106.47770192884026
1111,-246.71055784858535
1112,-129.88036806280576
1113,-130.71274704900404
1114,-76.4548898673945
1115,-108.56118640508386
1116,-27.07886990317118
1117,-46.88885022469441
1118,-103.25233050308292
1119,-90.0353657522791
1120,-193.3262998044911
1121,-45.93625595418084
1122,-129.66846708251478
1123,-56.85313157618737
1124,-99.7315102128444
1125,-166.80186864108015
1126,-47.61905853347328
1127,-123.19651365429735
1128,-95.27114504438302
1129,-99.98355471583743
1130,-95.11257054163488
1131,-139.91333285057894
1132,-99.52240451766363
1133,-92.37144757264745
1134,-98.43584895337621
1135,-50.574834427977734
1136,-83.31235397925816
1137,-77.70120469307713
1138,-236.79908515591924
1139,-148.95263140824363
1140,-67.702861782936
1141,-106.32969039914971
1142,-42.99060522755755
1143,-133.8621313288918
1144,12.407758157012168
1145,-116.19767326728041
1146,-107.24098098410275
1147,-101.40698551099777
1148,-76.9284009817107
1149,-53.230836762950375
1150,-108.84625923766367
1151,-39.08915658301986
1152,-33.367802482816316
1153,-90.65009661077916
1154,-72.63389692128752
1155,-38.99519513180421
1156,-58.751177053641285
1157,-122.25800344959808
1158,-46.29876258113969
1159,-155.96179878161232
1160,-237.93430857356762
1161,-82.5411279985652
1162,-81.05081568113675
1163,-108.50369720283956
1164,-83.57696515594976
1165,-69.09678999104386
1166,-176.85071481255986
1167,-97.68293287731645
1168,-15.604591205289651
1169,-91.16366036310286
1170,-50.89504643473629
1171,-83.27446365497838
1172,-91.99962268977646
1173,-107.40201667826346
1174,-153.72448412944598
1175,-57.878226917350624
1176,-116.83134311468613
1177,-84.76045850469839
1178,-42.93267012315989
1179,-109.65888992330783
1180,-102.1278225082239
1181,-113.91834138116883
1182,-72.63061053356284
1183,-97.22147740885657
1184,-41.273189275245414
1185,-68.17723516563055
1186,-123.51543064041375
1187,-99.5827689908783
1188,-56.900860826461155
1189,-52.25940082577429
1190,-101.27788889206388
1191,-116.296613003838
1192,-115.53390291409404
1193,-103.66534697584619
1194,-54.70573273321846
1195,-73.90583769481424
1196,-63.86966857435779
1197,-64.32075966999369
1198,-127.57437152426222
1199,-104.08582633404778
1200,-74.04114661356675
1201,-88.57275511040446
1202,-28.181000339830987
1203,-224.71194495228204
1204,-54.90359468081895
1205,-95.11528611449558
1206,-107.50832241002996
1207,-9.719844840343
1208,-77.60761730499391
1209,-62.425947722937956
1210,-110.5309967547192
1211,-115.10433020597151
1212,-134.27237758957534
1213,-59.967176212835525
1214,-80.95181337316285
1215,-129.23758268677935
1216,-77.85940413780185
1217,-58.83460547515863
1218,-56.3064992934155
1219,-70.75284713418873
1220,-69.09997244029202
1221,-111.29816081607913
1222,-94.84020950235315
1223,-130.71049576569234
1224,-91.05282440039709
1225,-108.55664901529838
1226,-65.36543030809293
1227,-41.59564542295846
1228,-228.4480543133191
1229,-66.19256013554192
1230,-83.3593456629083
1231,-110.33147015909574
1232,-39.27024384669847
1233,-121.71438391295197
1234,-56.959027140646455
1235,-67.3392809708732
1236,-118.90579615948114
1237,-76.42507741710635
1238,-112.87793464434837
1239,-134.95282433804795
1240,-64.71480151219706
1241,-67.83632416274054
1242,-104.95517473002224
1243,-51.512650626836916
1244,-54.24780800189664
1245,-121.725517263119
1246,-86.28642326420105
1247,-78.76793047868262
1248,-88.82570666509271
1249,-72.12687658464048
1250,-27.24159486710954
1251,-122.0444503536284
